emp_no,first_name,last_name,birth_date,from_date,to_date,title
102843,Heekeun,Bage,1964-12-07,1990-09-09,9999-01-01,Engineer
102861,Rimli,Mellouli,1964-03-19,1987-07-08,1996-05-07,Engineer
102871,Bernt,Berendt,1964-07-08,1998-06-09,9999-01-01,Senior Engineer
102891,Divine,Kalorkoti,1964-02-06,1991-01-04,1993-03-11,Senior Staff
102897,Khun,Bodoff,1964-11-15,1997-07-06,9999-01-01,Engineer
102911,Fan,Remmele,1964-02-04,1997-03-10,1998-12-03,Engineer
102936,Jayesh,Rullman,1964-09-13,1990-05-15,9999-01-01,Senior Staff
102940,Subir,Iisaku,1964-10-31,1992-09-21,2001-08-15,Senior Engineer
102944,Marsal,Birsak,1964-07-01,1985-12-20,1986-03-08,Engineer
102955,Sumant,Murthy,1964-10-16,1986-08-26,9999-01-01,Engineer
102963,Tommaso,Pews,1964-11-15,1990-06-16,9999-01-01,Senior Staff
102969,Mang,Lindenbaum,1964-08-15,1990-10-21,1996-09-25,Senior Staff
102970,Weijing,Verhaegen,1964-07-18,1989-12-02,1999-05-01,Engineer
102975,Shai,Stasinski,1964-01-05,1987-03-29,9999-01-01,Engineer
102984,Guadalupe,Schrooten,1964-12-22,1988-04-20,9999-01-01,Assistant Engineer
102986,Shigeaki,Lubachevsky,1964-07-23,1987-02-07,9999-01-01,Engineer
103009,Palash,Rabejac,1964-03-18,1992-08-13,9999-01-01,Technique Leader
103010,Yunming,Fraisse,1964-01-24,1994-02-28,9999-01-01,Engineer
103036,Remmert,Honglei,1964-06-08,1992-02-05,9999-01-01,Senior Staff
103051,Shounak,Oehlmann,1964-04-05,2001-06-07,9999-01-01,Engineer
103067,Frederique,Ciolek,1964-04-12,1994-05-24,9999-01-01,Engineer
103077,Genevieve,Vendrig,1964-03-28,1986-12-04,1987-08-01,Engineer
103080,Marit,Veccia,1964-06-24,1997-01-28,9999-01-01,Senior Staff
103081,Goetz,Halevi,1964-04-17,1990-05-26,9999-01-01,Engineer
103103,Reinhard,Fioravanti,1964-06-07,1990-11-13,9999-01-01,Engineer
103104,Yunming,Massonet,1964-05-01,1990-02-21,9999-01-01,Senior Staff
103151,Hidefumi,Erdi,1964-05-06,1996-10-07,9999-01-01,Engineer
103154,Godehard,Heiserman,1964-07-31,1985-08-21,9999-01-01,Senior Staff
103160,Pantung,Ermel,1964-01-30,1993-01-22,1995-10-07,Engineer
103161,Xiaoheng,Wrigley,1964-11-15,1985-05-15,9999-01-01,Engineer
103165,Wanqing,Itschner,1964-05-22,1997-04-16,9999-01-01,Engineer
103170,Sachin,Openshaw,1964-08-12,1996-08-09,9999-01-01,Senior Staff
103182,Isaac,Pusterhofer,1964-06-23,1998-05-09,9999-01-01,Senior Engineer
103183,Howell,Morrow,1964-03-18,1993-06-06,9999-01-01,Engineer
103212,Khatoun,Bratten,1964-12-31,1992-04-29,9999-01-01,Senior Staff
103231,Gaurav,Ramsey,1964-05-14,1992-04-06,9999-01-01,Engineer
103292,Vidar,Thimonier,1964-09-07,1991-07-31,9999-01-01,Senior Engineer
103306,Arfst,Plotkin,1964-04-30,1992-11-25,9999-01-01,Senior Staff
103329,Frederique,Assaf,1964-06-07,1991-02-12,1996-07-12,Assistant Engineer
103364,Jinpo,Kandlur,1964-07-26,1998-12-12,9999-01-01,Staff
103372,Dipankar,Chleq,1964-12-29,1985-10-29,9999-01-01,Engineer
103374,Fuqing,Biros,1964-08-08,1995-12-06,9999-01-01,Engineer
103376,Koichi,Lorys,1964-10-05,1999-05-22,9999-01-01,Engineer
103377,Heejo,Sigstam,1964-12-15,1990-06-25,9999-01-01,Assistant Engineer
103378,Tremaine,Sridhar,1964-06-09,1991-01-25,9999-01-01,Senior Staff
103402,Khaled,Thiria,1964-11-07,1987-11-09,9999-01-01,Senior Staff
103414,Rafols,Orlowski,1964-11-01,1987-08-26,9999-01-01,Senior Staff
103436,Goh,Chorvat,1964-07-17,1999-03-30,9999-01-01,Staff
103454,Mingzeng,Lammel,1964-05-12,1985-05-10,9999-01-01,Senior Staff
103456,Randi,Picht,1964-01-02,1987-10-29,1990-01-27,Engineer
103458,Hironobu,Dredge,1964-02-23,1989-05-19,9999-01-01,Senior Staff
103481,Shounak,Peak,1964-02-16,1985-04-25,9999-01-01,Engineer
103489,Kenton,Lorin,1964-08-10,1986-03-16,9999-01-01,Engineer
103492,Mori,Suppi,1964-09-10,1989-07-24,9999-01-01,Senior Staff
103514,Marsha,Schmezko,1964-02-20,1999-01-24,2000-02-26,Staff
103519,Sreekrishna,Jansch,1964-04-06,1999-06-18,9999-01-01,Engineer
103527,Yuchang,Leonhardt,1964-01-07,1999-07-08,2001-05-25,Staff
103532,Sivanarayana,Roccetti,1964-09-14,1985-03-13,9999-01-01,Senior Staff
103541,Krisda,Luce,1964-05-09,1994-05-15,9999-01-01,Senior Engineer
103592,Jacopo,Kirkerud,1964-12-13,1992-02-10,9999-01-01,Senior Engineer
103623,Chinhyun,Poupard,1964-04-26,1999-08-31,9999-01-01,Staff
103629,Deborah,Rabehasaina,1964-06-02,1987-07-28,1992-08-05,Engineer
103632,Leah,Businaro,1964-07-03,1991-08-08,1992-02-10,Staff
103638,Tesuya,Heijenga,1964-10-30,1999-10-18,1999-11-14,Staff
103650,Nathalie,Tomescu,1964-05-28,1986-05-25,9999-01-01,Senior Engineer
103676,Karoline,Matzov,1964-12-02,1987-08-06,1991-12-03,Senior Engineer
103677,Amalendu,Poupard,1964-01-07,1987-02-01,9999-01-01,Engineer
103693,Panayotis,Penttonen,1964-09-02,1985-05-19,9999-01-01,Engineer
103736,Garnet,Aamodt,1964-04-27,1993-07-27,9999-01-01,Senior Engineer
103750,Lijia,Otillio,1964-05-12,1987-04-09,9999-01-01,Engineer
103758,Sham,Koshino,1964-07-20,1992-02-06,9999-01-01,Senior Staff
103775,Ingmar,Smailagic,1964-04-11,1989-07-29,9999-01-01,Assistant Engineer
103793,Premal,Peris,1964-09-14,1988-09-14,9999-01-01,Senior Staff
103831,Werner,Trelles,1964-09-09,1998-07-15,9999-01-01,Engineer
103832,Fai,Gelosh,1964-12-17,1996-08-15,1999-11-01,Staff
103852,Rosalie,Guenter,1964-12-19,1993-06-02,9999-01-01,Senior Staff
103857,Marla,Pramanik,1964-12-16,1989-02-15,9999-01-01,Senior Staff
103859,Freyja,Siegrist,1964-10-27,1992-11-18,9999-01-01,Engineer
103863,Yunming,Lambe,1964-07-27,1993-09-25,9999-01-01,Senior Engineer
103874,Narain,Goodrum,1964-10-07,1989-05-17,9999-01-01,Engineer
103882,Guadalupe,Herath,1964-08-30,1985-02-11,9999-01-01,Engineer
103883,Gaurav,Renear,1964-07-12,1988-04-13,1996-11-05,Senior Staff
103893,Sandeepan,Hanabata,1964-03-17,1995-09-06,1999-03-14,Senior Engineer
103895,Vitaly,Pashtan,1964-12-11,1994-06-25,9999-01-01,Engineer
103902,Marit,Gips,1964-12-08,1985-10-11,9999-01-01,Engineer
103906,Lucian,Sifakis,1964-04-11,1999-02-13,9999-01-01,Staff
103908,Zhonghua,Marchegay,1964-10-16,1987-08-26,1997-07-18,Engineer
103920,Chaosheng,Crooks,1964-04-18,1994-01-24,9999-01-01,Engineer
103922,Nahid,Rijckaert,1964-07-30,1996-07-18,9999-01-01,Senior Staff
103930,Yoshimitsu,Peac,1964-03-19,1995-07-07,9999-01-01,Assistant Engineer
103949,Babette,Gonthier,1964-12-19,1986-10-11,9999-01-01,Senior Staff
103956,Francoise,Pell,1964-01-25,1985-09-18,9999-01-01,Senior Staff
103966,Weijing,Leijenhorst,1964-12-08,2000-01-24,9999-01-01,Senior Engineer
103972,Goa,Francisci,1964-11-06,1995-05-08,9999-01-01,Engineer
104019,Fumiko,Rissanen,1964-10-26,1996-04-24,1999-10-11,Staff
104031,Yuriy,Kading,1964-02-05,1992-01-21,9999-01-01,Senior Staff
104032,Hairong,Falby,1964-02-08,1989-07-29,9999-01-01,Senior Engineer
104036,Goo,Horswill,1964-10-04,1992-09-16,9999-01-01,Senior Staff
104041,Kristinn,Garnier,1964-10-14,1991-01-02,9999-01-01,Senior Engineer
104107,Mana,Iisaku,1964-04-22,1997-11-13,1999-07-16,Staff
104124,Houman,Vendrig,1964-03-30,1997-04-02,9999-01-01,Staff
104125,Marko,Bellmore,1964-02-20,1988-10-12,1989-08-09,Engineer
104139,Tze,Danecki,1964-07-25,1999-09-20,9999-01-01,Staff
104147,Miquel,Miake,1964-10-16,1989-08-23,9999-01-01,Senior Staff
104148,Sarita,Bahk,1964-10-17,1985-03-02,9999-01-01,Engineer
104161,Kiyomitsu,Duclos,1964-09-26,1997-11-07,9999-01-01,Staff
104169,Frazer,Hiltgen,1964-08-01,1989-11-23,9999-01-01,Senior Staff
104172,Toshiko,Talmon,1964-07-17,1990-01-15,9999-01-01,Technique Leader
104176,Patricio,Kossowski,1964-09-16,1992-09-16,9999-01-01,Assistant Engineer
104178,Vojin,Azadmanesh,1964-11-04,1990-02-23,9999-01-01,Senior Staff
104185,Kannan,Kambil,1964-05-14,1998-04-25,1999-10-19,Engineer
104192,Juichirou,Hutter,1964-09-08,1997-09-18,9999-01-01,Assistant Engineer
104217,Almudena,Jullig,1964-03-03,1997-09-25,9999-01-01,Technique Leader
104261,Mabhin,Demeyer,1964-04-25,1986-08-28,9999-01-01,Engineer
104272,Kayoko,Lieblein,1964-08-21,1989-12-07,1990-04-09,Staff
104300,Kellie,Deverell,1964-09-02,1988-01-05,9999-01-01,Assistant Engineer
104324,Arvin,Coors,1964-12-08,1992-03-07,9999-01-01,Senior Engineer
104341,Piyush,Rabehasaina,1964-06-21,1997-08-20,9999-01-01,Engineer
104342,Takahito,Ligten,1964-07-09,1988-06-11,9999-01-01,Senior Staff
104374,Radhia,Talmon,1964-09-08,1989-01-05,9999-01-01,Senior Staff
104383,Guenter,Mapelli,1964-03-14,1996-02-20,1998-09-03,Staff
104386,Giordano,Karcich,1964-09-30,1994-06-15,1997-02-14,Senior Engineer
104396,Jayson,Debuse,1964-03-16,1998-01-11,9999-01-01,Engineer
104408,Bodh,Daescu,1964-03-29,1988-12-20,9999-01-01,Senior Staff
104422,Gully,Ratnaker,1964-09-03,1995-09-16,9999-01-01,Senior Staff
104429,Chaitali,Caine,1964-02-05,1989-06-22,9999-01-01,Senior Engineer
104442,Itzchak,Bratsberg,1964-08-03,1996-03-15,9999-01-01,Senior Staff
104461,Dipankar,Krzyzanowski,1964-10-19,1997-06-12,9999-01-01,Technique Leader
104486,Yunming,Ernst,1964-08-27,1995-03-05,1995-05-08,Engineer
104490,Paddy,Muhling,1964-12-08,1987-03-08,1990-03-19,Staff
104534,Vidar,Olano,1964-09-07,1989-01-03,9999-01-01,Senior Staff
104535,Itzchak,Ouhyoung,1964-05-24,1989-12-03,9999-01-01,Engineer
104544,Monique,Murrill,1964-03-19,1993-09-03,1993-12-18,Staff
104552,Khatoun,Lamma,1964-07-20,1988-05-30,9999-01-01,Technique Leader
104554,Along,Simmen,1964-09-28,1985-08-21,9999-01-01,Engineer
104567,Kwangho,Eldridge,1964-08-14,1994-05-23,9999-01-01,Senior Staff
104621,Vivian,Holburn,1964-12-06,1987-01-04,1994-02-23,Assistant Engineer
104645,Josyula,Vadhan,1964-08-30,1993-05-18,9999-01-01,Senior Engineer
104664,Licheng,Vandervoorde,1964-03-14,1992-08-29,9999-01-01,Senior Staff
104672,Zhongwei,Rando,1964-01-09,1991-12-12,9999-01-01,Engineer
104684,Magdalena,Krider,1964-09-20,1987-07-20,1993-08-22,Technique Leader
104688,LiMin,Smeets,1964-02-29,1990-09-03,9999-01-01,Senior Staff
104697,Houman,Zambonelli,1964-10-29,1989-01-16,9999-01-01,Engineer
104716,Kirk,Cools,1964-09-04,1987-11-16,9999-01-01,Engineer
104733,Renee,Bernick,1964-11-18,1985-07-20,9999-01-01,Senior Staff
104750,Radhia,Pietracaprina,1964-08-20,1986-05-06,9999-01-01,Senior Staff
104794,Vivian,Hofman,1964-06-13,1990-02-20,1990-12-17,Engineer
104802,Sasan,Leslie,1964-07-10,1993-06-23,9999-01-01,Senior Staff
104810,Charlene,Sadowski,1964-04-01,1985-09-16,2002-03-05,Engineer
104822,Danco,Krybus,1964-09-12,1998-08-24,1999-11-04,Staff
104830,Leif,Glowinski,1964-11-08,1992-12-31,9999-01-01,Senior Engineer
104835,Martine,Maccarone,1964-10-14,1989-04-13,9999-01-01,Senior Staff
104873,Sudhanshu,Baba,1964-11-30,1993-08-16,9999-01-01,Senior Staff
104881,Aamod,Nourani,1964-06-01,1987-03-01,9999-01-01,Senior Staff
104898,Shaowei,Collavizza,1964-08-09,1990-11-24,9999-01-01,Engineer
104900,Gunilla,Lagarias,1964-07-12,1994-12-27,1995-11-17,Engineer
104907,Anyuan,Renear,1964-09-22,1986-08-02,9999-01-01,Engineer
104927,Mechthild,Picco,1964-01-01,1991-10-25,9999-01-01,Engineer
104935,Basil,Lukaszewicz,1964-01-03,1996-11-03,9999-01-01,Engineer
104946,Poornachandra,Hofman,1964-07-29,1998-06-26,9999-01-01,Engineer
104978,Shimshon,Erol,1964-02-14,1994-02-04,1994-02-07,Staff
104984,Shichao,Yetim,1964-03-31,1985-02-11,9999-01-01,Engineer
104997,Gino,Luef,1964-09-07,1998-04-16,9999-01-01,Assistant Engineer
104999,Gor,Cusworth,1964-08-29,1996-09-14,9999-01-01,Engineer
105004,Hiroyasu,Schoegge,1964-11-30,1998-07-06,9999-01-01,Staff
105020,Mostafa,Aamodt,1964-01-20,1998-04-18,2001-05-02,Staff
105022,Yoshimitsu,Uchoa,1964-12-24,1988-05-04,9999-01-01,Senior Staff
105029,Dekang,Glowinski,1964-11-15,1996-04-25,9999-01-01,Senior Staff
105057,Dipankar,Boissier,1964-07-17,1995-04-04,9999-01-01,Engineer
105074,Uno,Bazelow,1964-06-30,1989-12-02,1993-04-11,Technique Leader
105082,Achilleas,Knightly,1964-04-02,1988-02-16,9999-01-01,Engineer
105087,Conal,Reinhart,1964-12-08,1998-03-01,9999-01-01,Staff
105090,Arfst,Waterhouse,1964-12-14,2000-02-19,9999-01-01,Technique Leader
105104,Lena,Melton,1964-08-24,1994-10-19,9999-01-01,Staff
105110,Yuqun,Onuegbe,1964-05-10,1999-03-22,9999-01-01,Engineer
105111,Nigel,Birch,1964-04-04,1990-07-10,9999-01-01,Senior Staff
105118,Gurbir,Rajcani,1964-07-02,1987-12-24,1990-07-09,Staff
105165,Mads,Jansch,1964-07-16,1986-10-19,9999-01-01,Senior Engineer
105169,Vasilii,Zhang,1964-01-27,1999-04-18,9999-01-01,Technique Leader
105194,Anestis,Lupu,1964-11-23,1991-12-15,9999-01-01,Engineer
105231,Alper,Kushnir,1964-02-19,2000-02-24,9999-01-01,Engineer
105235,Neelam,Bernatsky,1964-11-28,1989-12-20,9999-01-01,Senior Staff
105237,Sven,Wolniewicz,1964-10-23,1986-09-17,9999-01-01,Senior Staff
105243,Arvind,Gornas,1964-09-08,1987-09-05,2001-07-20,Engineer
105254,Salvador,Norsworthy,1964-07-30,1995-12-30,9999-01-01,Engineer
105258,Waiman,Wilfing,1964-09-12,1986-04-25,9999-01-01,Senior Engineer
105265,Yuguang,Parveen,1964-10-27,1997-11-02,2000-11-22,Engineer
105267,Mang,Horswill,1964-04-30,1992-10-29,9999-01-01,Senior Staff
105273,Alexius,Luft,1964-10-29,1987-07-24,9999-01-01,Technique Leader
105287,Nahla,Oaver,1964-01-26,1986-02-21,1992-03-05,Senior Staff
105315,Garnik,Dengi,1964-10-22,1986-11-12,9999-01-01,Engineer
105318,Boguslaw,Schach,1964-08-16,1993-10-15,9999-01-01,Senior Staff
105338,Arie,Reutenauer,1964-12-01,1989-03-11,9999-01-01,Engineer
105340,Elvia,Winter,1964-11-19,1987-04-23,9999-01-01,Senior Staff
105351,Kannan,Khasidashvili,1964-04-21,1991-11-05,9999-01-01,Engineer
105381,Kish,Driscoll,1964-10-20,1987-03-26,9999-01-01,Senior Staff
105387,Manohar,Carrere,1964-12-13,1992-06-20,9999-01-01,Engineer
105393,Uli,Nooteboom,1964-01-29,1990-06-03,9999-01-01,Engineer
105409,Mabo,Krohn,1964-06-30,1988-06-04,9999-01-01,Senior Staff
105414,Ulf,Muhling,1964-11-24,1997-02-04,9999-01-01,Engineer
105422,Behnaam,Zyda,1964-03-03,1989-07-20,1992-09-22,Assistant Engineer
105426,Hilari,Aseltine,1964-11-12,1998-10-18,9999-01-01,Assistant Engineer
105454,Teiji,Guerreiro,1964-10-18,1991-11-30,1994-08-31,Senior Staff
105456,Panayotis,Slutz,1964-01-05,1985-06-04,1986-05-04,Engineer
105457,Ulf,Parveen,1964-03-21,1989-05-09,1998-12-29,Senior Staff
105459,Vesna,Junot,1964-08-25,1991-07-25,2000-07-12,Senior Staff
105465,Subhrajyoti,Hambrick,1964-07-09,1992-05-31,9999-01-01,Senior Engineer
105490,Chanjung,Lamparter,1964-10-21,1998-12-13,1999-08-26,Senior Engineer
105537,Junsik,Chartres,1964-02-29,1986-10-25,9999-01-01,Senior Staff
105550,Youpyo,Gustavson,1964-12-31,1991-12-19,9999-01-01,Engineer
105551,Pranjal,Heping,1964-01-26,1999-03-30,9999-01-01,Staff
105573,Danel,Gecsei,1964-09-05,1993-03-03,9999-01-01,Senior Staff
105577,Kellyn,Yoshimura,1964-10-07,1993-06-11,9999-01-01,Senior Staff
105582,Monique,Molberg,1964-04-25,1997-12-20,1999-10-24,Engineer
105656,Babette,Jeansoulin,1964-08-26,1998-02-06,2001-11-20,Staff
105678,Phuoc,Bruckman,1964-09-16,1992-06-11,9999-01-01,Senior Staff
105707,Jagoda,Tokunaga,1964-04-08,1999-10-19,9999-01-01,Technique Leader
105744,Dayanand,Riexinger,1964-10-18,1987-10-25,9999-01-01,Engineer
105762,Berry,Babu,1964-02-11,1989-08-11,9999-01-01,Engineer
105780,Manohar,Picel,1964-07-24,1991-04-07,1999-02-06,Technique Leader
105783,Gino,Reeker,1964-03-19,1994-12-18,1996-05-31,Senior Staff
105785,Kiam,Magalhaes,1964-04-01,1995-11-29,2001-08-15,Assistant Engineer
105811,Kenroku,Schreiter,1964-07-19,1986-08-11,9999-01-01,Senior Engineer
105822,Chandrasekaran,Lowrie,1964-03-31,1995-10-12,1998-12-15,Staff
105827,Barton,Byoun,1964-06-10,1996-01-21,9999-01-01,Senior Engineer
105838,Sudharsan,Glinert,1964-06-27,1988-07-08,9999-01-01,Engineer
105858,Sampalli,Marrakchi,1964-04-02,1998-07-28,9999-01-01,Engineer
105865,Arup,Viele,1964-03-30,1996-02-01,9999-01-01,Senior Staff
105866,Volkmar,Parfitt,1964-07-02,1993-08-13,9999-01-01,Engineer
105896,Isaac,Papsdorf,1964-02-19,1992-08-15,9999-01-01,Engineer
105908,Kshitij,Perna,1964-02-03,1998-07-09,9999-01-01,Staff
105917,Zhigen,England,1964-08-31,1986-01-04,9999-01-01,Senior Staff
105953,Mahendra,Shobatake,1964-02-14,1999-06-19,9999-01-01,Staff
106015,Divier,Levergood,1964-01-17,1993-04-18,9999-01-01,Senior Staff
106025,Szabolcs,Nooteboom,1964-03-04,1994-02-09,9999-01-01,Senior Staff
106037,Lobel,Dayana,1964-08-11,1992-04-13,9999-01-01,Engineer
106039,Yurii,Petereit,1964-09-25,1990-05-22,9999-01-01,Senior Staff
106064,Djenana,Shumilov,1964-12-23,1988-02-22,9999-01-01,Senior Staff
106072,Zito,Litvinov,1964-07-22,1985-07-29,2002-05-06,Engineer
106074,Prasadram,Lung,1964-07-03,1997-04-09,9999-01-01,Staff
106086,Teruyuki,Luit,1964-06-13,1994-04-26,9999-01-01,Senior Staff
106089,Remmert,Dulay,1964-02-08,1991-11-14,9999-01-01,Senior Staff
106097,Piyawadee,Brodal,1964-09-05,1992-03-15,9999-01-01,Engineer
106102,Ortrun,Pearson,1964-08-22,1994-09-21,2000-07-13,Staff
106111,Golgen,Cusworth,1964-02-26,1993-08-23,9999-01-01,Technique Leader
106124,Aloys,Jahnichen,1964-06-24,1986-03-13,1997-02-10,Senior Engineer
106147,Petter,Pettey,1964-06-13,1995-11-16,9999-01-01,Engineer
106173,Annemarie,Falco,1964-06-24,1997-03-27,9999-01-01,Engineer
106204,Domenick,Wynblatt,1964-01-02,1998-07-13,9999-01-01,Assistant Engineer
106216,Moti,Dredge,1964-07-26,1999-06-08,9999-01-01,Staff
106234,Rosli,Alameldin,1964-12-12,1988-02-09,9999-01-01,Engineer
106246,Yinlin,Vasanthakumar,1964-07-12,1993-11-28,2001-08-13,Staff
106265,Chanjung,Prampolini,1964-12-23,1997-03-25,9999-01-01,Staff
106267,Oguz,Muchinsky,1964-11-22,1999-07-07,9999-01-01,Senior Engineer
106276,Moty,Narwekar,1964-05-11,1991-02-28,9999-01-01,Engineer
106285,Kolar,Dolinsky,1964-11-04,1989-12-02,1996-04-20,Engineer
106287,Fumiko,Pena,1964-07-12,1993-05-07,1994-09-22,Assistant Engineer
106295,Bouchung,Flasterstein,1964-11-10,1998-02-07,9999-01-01,Senior Engineer
106308,Nobuyoshi,Kitsuregawa,1964-10-16,1995-09-04,9999-01-01,Senior Staff
106339,Seshu,Cannane,1964-05-10,1998-02-15,9999-01-01,Staff
106341,Cedric,Streng,1964-04-15,1990-12-23,9999-01-01,Senior Staff
106344,Vishu,Siochi,1964-05-21,1986-03-25,1994-10-21,Senior Staff
106348,Luigi,Stifter,1964-01-30,1987-07-04,9999-01-01,Engineer
106362,Chenye,Jervis,1964-04-06,1999-04-14,2000-07-09,Staff
106372,Aimee,Merks,1964-10-07,1996-04-29,9999-01-01,Senior Staff
106381,Dayanand,Tyugu,1964-07-01,1986-11-03,9999-01-01,Senior Staff
106391,Bedrich,Moffat,1964-12-26,1988-10-13,9999-01-01,Senior Staff
106399,Renny,Bach,1964-06-25,1993-04-05,9999-01-01,Senior Staff
106415,Leah,Marquardt,1964-11-23,1985-09-22,9999-01-01,Senior Staff
106419,Gennady,Kuhnemann,1964-04-20,1995-11-02,9999-01-01,Senior Staff
106421,Taizo,Gulak,1964-11-19,1999-09-29,9999-01-01,Engineer
106431,Danil,Barreiro,1964-10-08,1985-11-23,2001-04-16,Senior Staff
106468,Xumin,Demizu,1964-11-11,1997-05-15,1999-12-06,Engineer
106472,Akemi,Speel,1964-05-06,1990-09-29,1996-04-15,Engineer
106481,Ronghao,Ladret,1964-10-05,1985-02-17,1986-06-07,Engineer
106488,Rosita,Perelgut,1964-02-12,1996-02-23,9999-01-01,Senior Engineer
106495,Odysseas,Thimonier,1964-04-25,1990-05-04,9999-01-01,Senior Engineer
106517,Kwangyoen,Mitsuhashi,1964-04-10,1993-07-14,1995-07-26,Engineer
106539,Aram,Orlowski,1964-07-06,1994-04-16,9999-01-01,Engineer
106549,Geoffrey,Farris,1964-06-17,1991-12-13,2000-12-24,Senior Staff
106550,Angus,Beausoleil,1964-03-06,1991-11-13,9999-01-01,Engineer
106551,Duro,Einsfeld,1964-05-08,1999-05-16,1999-07-18,Staff
106562,Renny,Ratzlaff,1964-10-24,1991-09-01,1997-06-24,Senior Staff
106564,Mantis,Showalter,1964-02-13,1988-03-11,1994-11-11,Staff
106574,Guoxiang,Pusterhofer,1964-09-06,1989-11-21,9999-01-01,Senior Staff
106598,Chaitali,Remmers,1964-03-12,1992-04-15,9999-01-01,Senior Staff
106632,Otmar,Jeong,1964-06-24,1987-07-22,9999-01-01,Engineer
106665,Qiwen,Tchuente,1964-11-27,1996-02-26,9999-01-01,Senior Staff
106706,Zongyan,Piazza,1964-09-05,1993-04-15,9999-01-01,Engineer
106733,Suebskul,Ghalwash,1964-02-03,1990-05-05,9999-01-01,Senior Staff
106739,Krassimir,Luce,1964-01-25,1994-03-14,9999-01-01,Technique Leader
106742,Gaurav,Narahara,1964-02-05,1986-12-01,1992-12-05,Staff
106745,Shai,Delgrange,1964-11-16,1994-08-26,9999-01-01,Engineer
106774,Kwangsub,Erez,1964-10-31,1996-08-13,9999-01-01,Engineer
106803,Mack,Ranum,1964-11-30,1996-07-29,9999-01-01,Senior Staff
106809,Yongqiao,Rotem,1964-01-18,1994-06-17,9999-01-01,Senior Staff
106835,Flemming,Anido,1964-09-25,1992-01-07,9999-01-01,Senior Staff
106844,Abdelaziz,Cullers,1964-02-22,1991-06-19,1998-08-23,Engineer
106849,Srinidhi,Merro,1964-02-28,1995-04-25,9999-01-01,Engineer
106856,Bernardo,Cronin,1964-10-19,1995-03-04,9999-01-01,Staff
106864,Divier,Chappelet,1964-10-13,1993-10-17,9999-01-01,Senior Staff
106870,Jackson,Birsak,1964-04-18,1992-07-29,9999-01-01,Senior Staff
106873,Joydip,Chinal,1964-11-28,1985-11-28,9999-01-01,Senior Staff
106895,Weiru,Kaelbling,1964-09-06,1996-07-05,9999-01-01,Staff
106906,Ohad,Fontan,1964-07-25,1992-07-02,9999-01-01,Senior Staff
106907,Ramzi,Sudkamp,1964-06-27,1998-01-29,9999-01-01,Staff
106912,Gao,Weiland,1964-01-16,1994-08-05,9999-01-01,Senior Engineer
106913,Shalesh,Baumann,1964-10-02,1993-03-08,9999-01-01,Engineer
106937,Adamantios,Wilharm,1964-07-07,1986-11-30,1993-02-25,Senior Staff
106954,Bluma,Itzfeldt,1964-02-02,1990-02-06,9999-01-01,Senior Staff
106961,Masoud,Perng,1964-03-21,1998-06-01,9999-01-01,Senior Engineer
106962,Lansing,Pleszkun,1964-09-30,1985-06-01,9999-01-01,Senior Staff
106989,Turgut,Anido,1964-05-04,1986-03-14,9999-01-01,Engineer
107001,Shaibal,Vendrig,1964-06-14,1998-11-18,9999-01-01,Technique Leader
107016,Shaowei,Giarratana,1964-12-20,1995-05-14,9999-01-01,Senior Staff
107022,Pranay,Basagni,1964-10-14,2000-01-29,2001-01-14,Engineer
107029,Karoline,Capobianchi,1964-06-27,1996-07-03,9999-01-01,Engineer
107073,Xuejia,Molenkamp,1964-12-23,1996-10-27,9999-01-01,Engineer
107079,Fumitaka,Riexinger,1964-02-21,1991-03-01,9999-01-01,Senior Staff
107081,Martine,Brendel,1964-05-07,1988-07-01,9999-01-01,Senior Staff
107092,Kasidit,Butterworth,1964-03-13,1992-01-27,9999-01-01,Engineer
107095,Sumant,Legleitner,1964-11-04,1995-09-28,9999-01-01,Staff
107096,Ranan,Huhdanpaa,1964-03-09,1991-07-07,9999-01-01,Senior Staff
107132,Kwangyoen,Morrin,1964-06-18,1989-04-12,9999-01-01,Senior Staff
107147,Ger,Collette,1964-06-05,1987-10-31,9999-01-01,Engineer
107156,Zhiwei,Ouhyoung,1964-09-07,1998-12-13,9999-01-01,Senior Engineer
107158,Aruna,Lorho,1964-10-26,1988-11-06,9999-01-01,Engineer
107168,Wojceich,Kolinko,1964-12-06,2001-02-10,9999-01-01,Engineer
107177,Zhaofang,Bernardeschi,1964-08-01,1985-10-01,1997-08-28,Assistant Engineer
107179,Seshu,Nitto,1964-02-16,1986-08-03,9999-01-01,Engineer
107182,Ewing,Kushnir,1964-12-17,1992-10-27,1997-12-17,Senior Engineer
107183,Masako,Jiafu,1964-02-11,1993-10-20,9999-01-01,Senior Staff
107186,Weiye,Furedi,1964-08-15,1994-06-24,9999-01-01,Senior Engineer
107206,Laurentiu,Randt,1964-08-11,1988-02-01,9999-01-01,Technique Leader
107234,Dharmaraja,Pusterhofer,1964-03-23,1999-03-24,9999-01-01,Engineer
107235,Amalendu,Stille,1964-05-20,1993-01-09,2001-10-03,Engineer
107243,Nidapan,Hardjono,1964-09-21,1996-11-28,1997-07-11,Staff
107248,Otilia,Antonakopoulos,1964-05-24,1995-09-27,9999-01-01,Senior Staff
107300,Berhard,Laurillard,1964-12-10,1986-02-21,9999-01-01,Senior Engineer
107334,Rafail,Peak,1964-01-27,1997-05-01,9999-01-01,Senior Staff
